Date,Open,High,Low,Close,Adj Close,Volume
2020-02-26,1.328060,1.332150,1.327170,1.327920,1.327920,0
2020-02-27,1.334360,1.337300,1.331660,1.334530,1.334530,0
2020-02-28,1.338720,1.346180,1.338560,1.338620,1.338620,0
2020-03-02,1.340470,1.341280,1.331490,1.340710,1.340710,0
2020-03-03,1.332490,1.337890,1.332110,1.332510,1.332510,0
2020-03-04,1.337620,1.343060,1.333040,1.337760,1.337760,0
2020-03-05,1.338700,1.343180,1.338500,1.338460,1.338460,0
2020-03-06,1.339120,1.343790,1.338040,1.339380,1.339380,0
2020-03-09,1.361950,1.375580,1.351950,1.362220,1.362220,0
2020-03-10,1.365940,1.379500,1.360990,1.365800,1.365800,0
2020-03-11,1.372990,1.376120,1.368200,1.373180,1.373180,0
2020-03-12,1.377070,1.387260,1.375200,1.377300,1.377300,0
2020-03-13,1.394050,1.399410,1.378190,1.394280,1.394280,0
2020-03-16,1.378810,1.398500,1.378810,1.379780,1.379780,0
2020-03-17,1.401050,1.418620,1.396130,1.401060,1.401060,0
2020-03-18,1.424040,1.455640,1.416600,1.423920,1.423920,0
2020-03-19,1.447450,1.466650,1.442230,1.444500,1.444500,0
2020-03-20,1.449220,1.452800,1.415040,1.449820,1.449820,0
2020-03-23,1.446510,1.454200,1.434060,1.445940,1.445940,0
2020-03-24,1.447790,1.453050,1.437460,1.447690,1.447690,0
2020-03-25,1.443770,1.445940,1.429930,1.443900,1.443900,0
2020-03-26,1.422010,1.427550,1.401200,1.421710,1.421710,0
2020-03-27,1.404410,1.414910,1.399090,1.403740,1.403740,0
2020-03-30,1.405170,1.418290,1.401210,1.404690,1.404690,0
2020-03-31,1.418210,1.434640,1.409500,1.417870,1.417870,0
2020-04-01,1.407720,1.427080,1.406610,1.407800,1.407800,0
2020-04-02,1.415030,1.428990,1.408440,1.415140,1.415140,0
2020-04-03,1.413340,1.422390,1.409870,1.412930,1.412930,0
2020-04-06,1.425250,1.425530,1.408660,1.425200,1.425200,0
2020-04-07,1.411020,1.412250,1.394600,1.411230,1.411230,0
2020-04-08,1.401290,1.407950,1.399130,1.401400,1.401400,0
2020-04-09,1.400600,1.407410,1.393280,1.400380,1.400380,0
2020-04-10,1.398600,1.400790,1.393810,1.398610,1.398610,0
2020-04-13,1.396400,1.398670,1.392510,1.396840,1.396840,0
2020-04-14,1.388060,1.392460,1.386300,1.387310,1.387310,0
2020-04-15,1.388210,1.412310,1.388170,1.388090,1.388090,0
2020-04-16,1.411800,1.415250,1.406410,1.411910,1.411910,0
2020-04-17,1.403730,1.411620,1.400500,1.403950,1.403950,0
2020-04-20,1.404850,1.413210,1.403700,1.404800,1.404800,0
2020-04-21,1.412730,1.426330,1.411310,1.412920,1.412920,0
2020-04-22,1.418810,1.423590,1.411650,1.418900,1.418900,0
2020-04-23,1.418470,1.419770,1.400500,1.418380,1.418380,0
2020-04-24,1.406460,1.411360,1.402330,1.406500,1.406500,0
2020-04-27,1.410900,1.411250,1.403890,1.410800,1.410800,0
2020-04-28,1.403500,1.406880,1.393670,1.403620,1.403620,0
2020-04-29,1.398300,1.398530,1.391370,1.398300,1.398300,0
2020-04-30,1.387620,1.391660,1.385210,1.387430,1.387430,0
2020-05-01,1.395180,1.410720,1.395180,1.395290,1.395290,0
2020-05-04,1.413440,1.415060,1.405100,1.413500,1.413500,0
2020-05-05,1.408240,1.409370,1.401000,1.408370,1.408370,0
2020-05-06,1.404240,1.415570,1.402320,1.404220,1.404220,0
2020-05-07,1.415770,1.416080,1.396700,1.416290,1.416290,0
2020-05-08,1.397140,1.397570,1.390920,1.396950,1.396950,0
2020-05-11,1.392620,1.404240,1.390020,1.392410,1.392410,0
2020-05-12,1.401960,1.406300,1.397200,1.401800,1.401800,0
2020-05-13,1.408030,1.409660,1.400840,1.408090,1.408090,0
2020-05-14,1.409390,1.413900,1.406870,1.408900,1.408900,0
2020-05-15,1.403330,1.410930,1.401930,1.403300,1.403300,0
2020-05-18,1.409170,1.409600,1.396470,1.409100,1.409100,0
2020-05-19,1.394030,1.396810,1.387460,1.393900,1.393900,0
2020-05-20,1.393460,1.395010,1.386800,1.393800,1.393800,0
2020-05-21,1.390810,1.396910,1.389350,1.390450,1.390450,0
2020-05-22,1.394410,1.404800,1.394100,1.394700,1.394700,0
2020-05-25,1.398500,1.400710,1.396890,1.398590,1.398590,0
2020-05-26,1.397210,1.397490,1.378820,1.397180,1.397180,0
2020-05-27,1.378410,1.382080,1.372760,1.378250,1.378250,0
2020-05-28,1.375580,1.378780,1.373480,1.375480,1.375480,0
2020-05-29,1.377580,1.382970,1.371610,1.377400,1.377400,0
2020-06-01,1.377910,1.378050,1.360300,1.377800,1.377800,0
2020-06-02,1.357990,1.357990,1.348650,1.358250,1.358250,0
2020-06-03,1.351050,1.356980,1.348100,1.351000,1.351000,0
2020-06-04,1.349240,1.353830,1.347130,1.349380,1.349380,0
2020-06-05,1.350190,1.351200,1.339230,1.350160,1.350160,0
2020-06-08,1.340530,1.343600,1.337400,1.339280,1.339280,0
2020-06-09,1.337280,1.348740,1.336100,1.336800,1.336800,0
2020-06-10,1.342180,1.343620,1.337100,1.342200,1.342200,0
2020-06-11,1.342540,1.357650,1.340160,1.342840,1.342840,0
2020-06-12,1.363520,1.366530,1.352790,1.363790,1.363790,0
2020-06-15,1.363270,1.368210,1.358100,1.363710,1.363710,0
2020-06-16,1.353040,1.361620,1.350570,1.353390,1.353390,0
2020-06-17,1.353700,1.359280,1.351190,1.353350,1.353350,0
2020-06-18,1.357830,1.360490,1.352330,1.357580,1.357580,0
2020-06-19,1.359450,1.361440,1.354830,1.359240,1.359240,0
2020-06-22,1.361890,1.362390,1.353300,1.361700,1.361700,0
2020-06-23,1.350380,1.356770,1.348650,1.350180,1.350180,0
2020-06-24,1.354050,1.360320,1.352600,1.354220,1.354220,0
2020-06-25,1.364230,1.366780,1.360700,1.364380,1.364380,0
2020-06-26,1.363840,1.371500,1.362770,1.363500,1.363500,0
2020-06-29,1.367710,1.370380,1.364600,1.367830,1.367830,0
2020-06-30,1.366000,1.369850,1.359710,1.365660,1.365660,0
2020-07-01,1.357440,1.359340,1.354500,1.357420,1.357420,0
2020-07-02,1.358950,1.362190,1.356160,1.359100,1.359100,0
2020-07-03,1.356960,1.357870,1.355300,1.356970,1.356970,0
2020-07-06,1.354850,1.355880,1.352000,1.354910,1.354910,0
2020-07-07,1.354340,1.360290,1.352400,1.353890,1.353890,0
2020-07-08,1.360840,1.362210,1.353530,1.360400,1.360400,0
2020-07-09,1.351700,1.358380,1.349100,1.351720,1.351720,0
2020-07-10,1.358090,1.362990,1.357590,1.358000,1.358000,0
2020-07-13,1.359810,1.360060,1.353830,1.359800,1.359800,0
2020-07-14,1.361080,1.364530,1.359880,1.361040,1.361040,0
2020-07-15,1.359920,1.360700,1.351900,1.359940,1.359940,0
2020-07-16,1.350700,1.354550,1.350100,1.350690,1.350690,0
2020-07-17,1.357460,1.358840,1.356500,1.356890,1.356890,0
2020-07-20,1.357470,1.359940,1.352970,1.357480,1.357480,0
2020-07-21,1.352200,1.352340,1.343520,1.352490,1.352490,0
2020-07-22,1.344630,1.348310,1.340590,1.344780,1.344780,0
2020-07-23,1.341680,1.342560,1.336770,1.341720,1.341720,0
2020-07-24,1.340420,1.344460,1.337740,1.340380,1.340380,0
2020-07-27,1.341930,1.341930,1.336800,1.341680,1.341680,0
2020-07-28,1.333850,1.340510,1.333100,1.333890,1.333890,0
2020-07-29,1.337780,1.338580,1.333900,1.337960,1.337960,0
2020-07-30,1.334110,1.345760,1.333200,1.334200,1.334200,0
2020-07-31,1.341270,1.343530,1.337210,1.341280,1.341280,0
2020-08-03,1.339800,1.345040,1.339500,1.339720,1.339720,0
2020-08-04,1.339490,1.341900,1.334920,1.339400,1.339400,0
2020-08-05,1.329560,1.330610,1.323300,1.329580,1.329580,0
2020-08-06,1.326600,1.332200,1.324460,1.326480,1.326480,0
2020-08-07,1.332120,1.339700,1.330510,1.331840,1.331840,0
2020-08-10,1.338600,1.339390,1.333360,1.338680,1.338680,0
2020-08-11,1.335220,1.335490,1.327050,1.335400,1.335400,0
2020-08-12,1.331020,1.334580,1.322950,1.331050,1.331050,0
2020-08-13,1.324040,1.324980,1.319300,1.324360,1.324360,0
2020-08-14,1.322330,1.327020,1.320660,1.321960,1.321960,0
2020-08-17,1.325390,1.326170,1.319440,1.325240,1.325240,0
2020-08-18,1.322100,1.322270,1.315300,1.322180,1.322180,0
2020-08-19,1.315860,1.317400,1.313400,1.315230,1.315230,0
2020-08-20,1.321300,1.324270,1.317500,1.321220,1.321220,0
2020-08-21,1.317200,1.323410,1.315700,1.317240,1.317240,0
2020-08-24,1.317930,1.322340,1.313530,1.317990,1.317990,0
2020-08-25,1.321800,1.323790,1.317690,1.321760,1.321760,0
2020-08-26,1.316630,1.320490,1.313600,1.316300,1.316300,0
2020-08-27,1.313920,1.316550,1.310310,1.313800,1.313800,0
2020-08-28,1.312300,1.313130,1.304780,1.312160,1.312160,0
2020-08-31,1.308190,1.310350,1.302520,1.308030,1.308030,0
2020-09-01,1.303650,1.307650,1.299400,1.303500,1.303500,0
2020-09-02,1.305530,1.309500,1.305300,1.305300,1.305300,0
2020-09-03,1.304720,1.315760,1.304600,1.304460,1.304460,0
2020-09-04,1.313300,1.313900,1.307850,1.313970,1.313970,0
2020-09-07,1.307630,1.311550,1.306600,1.307570,1.307570,0
2020-09-08,1.309600,1.320210,1.308700,1.309580,1.309580,0
2020-09-09,1.323830,1.325880,1.315500,1.323910,1.323910,0
2020-09-10,1.315370,1.316930,1.311940,1.315250,1.315250,0
2020-09-11,1.318640,1.319290,1.315100,1.318950,1.318950,0
2020-09-14,1.317870,1.319590,1.315200,1.318120,1.318120,0
2020-09-15,1.317820,1.320120,1.313410,1.317670,1.317670,0
2020-09-16,1.319540,1.319970,1.315610,1.319280,1.319280,0
2020-09-17,1.318060,1.324710,1.318060,1.318150,1.318150,0
2020-09-18,1.314400,1.319890,1.313790,1.315020,1.315020,0
2020-09-21,1.319740,1.331880,1.317050,1.319720,1.319720,0
2020-09-22,1.330380,1.334530,1.328570,1.330000,1.330000,0
2020-09-23,1.329580,1.337210,1.329300,1.329700,1.329700,0
2020-09-24,1.338150,1.341690,1.336870,1.338350,1.338350,0
2020-09-25,1.334970,1.341390,1.334050,1.335140,1.335140,0
2020-09-28,1.338000,1.340270,1.335530,1.337880,1.337880,0
2020-09-29,1.335870,1.341140,1.335170,1.335680,1.335680,0
2020-09-30,1.338290,1.342010,1.331820,1.338380,1.338380,0
2020-10-01,1.330500,1.331950,1.327900,1.330530,1.330530,0
2020-10-02,1.328490,1.333030,1.328180,1.328400,1.328400,0
2020-10-05,1.329150,1.329230,1.325940,1.329100,1.329100,0
2020-10-06,1.325930,1.328290,1.324240,1.325700,1.325700,0
2020-10-07,1.332030,1.333990,1.326970,1.332130,1.332130,0
2020-10-08,1.325850,1.326450,1.321800,1.325780,1.325780,0
2020-10-09,1.319200,1.319540,1.311540,1.319210,1.319210,0
2020-10-12,1.313100,1.314240,1.310090,1.313000,1.313000,0
2020-10-13,1.311090,1.314560,1.309800,1.311250,1.311250,0
2020-10-14,1.313960,1.315680,1.311640,1.314180,1.314180,0
2020-10-15,1.314830,1.325600,1.314400,1.314860,1.314860,0
2020-10-16,1.322840,1.323720,1.317720,1.322510,1.322510,0
2020-10-19,1.317990,1.319040,1.315100,1.317930,1.317930,0
2020-10-20,1.319070,1.320340,1.311290,1.318970,1.318970,0
2020-10-21,1.311900,1.313600,1.308100,1.312050,1.312050,0
2020-10-22,1.315300,1.317650,1.312410,1.315320,1.315320,0
2020-10-23,1.313760,1.315780,1.310980,1.313670,1.313670,0
2020-10-26,1.314760,1.321810,1.313800,1.314720,1.314720,0
2020-10-27,1.320520,1.320900,1.315400,1.320610,1.320610,0
2020-10-28,1.319300,1.333250,1.317700,1.319180,1.319180,0
2020-10-29,1.331180,1.338910,1.327600,1.331050,1.331050,0
2020-10-30,1.331350,1.334710,1.327970,1.331530,1.331530,0
2020-11-02,1.336550,1.336620,1.324670,1.336790,1.336790,0
2020-11-03,1.322050,1.323310,1.310500,1.322050,1.322050,0
2020-11-04,1.310010,1.329720,1.309550,1.310210,1.310210,0
2020-11-05,1.312800,1.317580,1.303000,1.312640,1.312640,0
2020-11-06,1.308220,1.309570,1.302340,1.308210,1.308210,0
2020-11-09,1.302140,1.302830,1.292980,1.302230,1.302230,0
2020-11-10,1.300830,1.304950,1.298870,1.300710,1.300710,0
2020-11-11,1.302950,1.307490,1.300890,1.303100,1.303100,0
2020-11-12,1.305700,1.314750,1.305600,1.305820,1.305820,0
2020-11-13,1.313540,1.317150,1.311500,1.313600,1.313600,0
2020-11-16,1.312350,1.312780,1.306620,1.312360,1.312360,0
2020-11-17,1.307430,1.311490,1.306200,1.307530,1.307530,0
2020-11-18,1.310400,1.311680,1.304080,1.310500,1.310500,0
2020-11-19,1.308800,1.312150,1.306900,1.308420,1.308420,0
2020-11-20,1.308510,1.308510,1.303950,1.308570,1.308570,0
2020-11-23,1.308570,1.311150,1.304480,1.308220,1.308220,0
2020-11-24,1.307460,1.308950,1.301230,1.307440,1.307440,0
2020-11-25,1.299790,1.302850,1.298900,1.299640,1.299640,0
2020-11-26,1.300280,1.302220,1.299020,1.300200,1.300200,0
2020-11-27,1.302230,1.302460,1.297150,1.302040,1.302040,0
2020-11-30,1.298290,1.299500,1.292420,1.298260,1.298260,0
2020-12-01,1.299080,1.299080,1.294270,1.299200,1.299200,0
2020-12-02,1.293480,1.295830,1.291690,1.293300,1.293300,0
2020-12-03,1.291710,1.294040,1.286800,1.291720,1.291720,0
2020-12-04,1.286670,1.287280,1.279000,1.286460,1.286460,0
2020-12-07,1.278140,1.283200,1.277600,1.277960,1.277960,0
2020-12-08,1.280370,1.281590,1.276960,1.280200,1.280200,0
2020-12-09,1.281550,1.281740,1.277120,1.281620,1.281620,0
2020-12-10,1.282500,1.282600,1.270820,1.282440,1.282440,0
2020-12-11,1.274070,1.279200,1.271900,1.273920,1.273920,0
2020-12-14,1.275090,1.278900,1.272020,1.275060,1.275060,0
2020-12-15,1.276030,1.277110,1.272900,1.276030,1.276030,0
2020-12-16,1.269900,1.276270,1.269100,1.269960,1.269960,0
2020-12-17,1.274620,1.274880,1.269040,1.274700,1.274700,0
2020-12-18,1.273190,1.278460,1.272700,1.273100,1.273100,0
2020-12-21,1.280980,1.295310,1.280400,1.281060,1.281060,0
2020-12-22,1.285320,1.293340,1.284600,1.285320,1.285320,0
2020-12-23,1.289400,1.291250,1.284000,1.289330,1.289330,0
2020-12-24,1.284200,1.285310,1.281980,1.284550,1.284550,0
2020-12-25,1.286070,1.291300,1.271080,1.284820,1.284820,0
2020-12-28,1.283620,1.287530,1.281400,1.283960,1.283960,0
2020-12-29,1.284300,1.284300,1.278200,1.284000,1.284000,0
2020-12-30,1.282280,1.282630,1.274920,1.282210,1.282210,0
2020-12-31,1.275060,1.275610,1.271410,1.275070,1.275070,0
2021-01-01,1.234990,1.272900,1.234990,1.234990,1.234990,0
2021-01-04,1.272360,1.278590,1.266300,1.272210,1.272210,0
2021-01-05,1.278000,1.278840,1.270000,1.278100,1.278100,0
2021-01-06,1.267640,1.271860,1.263000,1.267470,1.267470,0
2021-01-07,1.266670,1.273270,1.266400,1.266540,1.266540,0
2021-01-08,1.268540,1.271940,1.265900,1.268380,1.268380,0
2021-01-11,1.272600,1.283410,1.271900,1.273080,1.273080,0
2021-01-12,1.277240,1.278990,1.273270,1.277140,1.277140,0
2021-01-13,1.270600,1.274500,1.270200,1.270770,1.270770,0
2021-01-14,1.269830,1.270720,1.263290,1.269810,1.269810,0
2021-01-15,1.264730,1.276280,1.263620,1.264770,1.264770,0
2021-01-18,1.276950,1.279840,1.275600,1.276470,1.276470,0
2021-01-19,1.274800,1.276290,1.271800,1.274800,1.274800,0
2021-01-20,1.272220,1.273150,1.260600,1.272270,1.272270,0
2021-01-21,1.262790,1.264000,1.259350,1.262600,1.262600,0
2021-01-22,1.264830,1.272720,1.263900,1.264670,1.264670,0
2021-01-25,1.272340,1.277780,1.268600,1.272290,1.272290,0
2021-01-26,1.273850,1.278190,1.269660,1.273750,1.273750,0
2021-01-27,1.269150,1.281830,1.268660,1.269390,1.269390,0
